1,1,UNKNOWN,10/22/2004
448,143,DRILLED AND CASED,10/28/2004
449,143,STEAM ASSIS GRAVITY DRAIN,9/17/2007
450,144,UNKNOWN,11/10/2006
451,144,DRILLED AND CASED,7/22/2007
452,144,STEAM ASSIS GRAVITY DRAIN,5/21/2011
453,145,UNKNOWN,7/8/2010
454,145,DRILLED AND CASED,1/9/2011
455,145,STEAM ASSIS GRAVITY DRAIN,10/26/2012
456,146,UNKNOWN,9/10/2003
457,146,DRILLED AND CASED,2/7/2005
458,146,STEAM ASSIS GRAVITY DRAIN,9/1/2005
459,147,UNKNOWN,4/24/2006
460,147,DRILLED AND CASED,10/20/2006
461,147,STEAM ASSIS GRAVITY DRAIN,10/11/2011
462,148,UNKNOWN,10/24/2001
463,148,DRILLED AND CASED,12/20/2002
464,148,STEAM ASSIS GRAVITY DRAIN,7/30/2008
465,148,STEAM ASSIS GRAVITY DRAIN,10/8/2003
466,148,SUSPENDED STEAM ASSIS GRAVITY DRAIN,6/24/2004
467,149,UNKNOWN,11/10/2006
468,149,DRILLED AND CASED,8/22/2007
469,149,STEAM ASSIS GRAVITY DRAIN,4/16/2011
470,150,UNKNOWN,10/24/2001
471,150,DRILLED AND CASED,6/20/2002
472,150,STEAM ASSIS GRAVITY DRAIN,9/3/2004
473,150,STEAM ASSIS GRAVITY DRAIN,9/14/2003
474,150,SUSPENDED STEAM ASSIS GRAVITY DRAIN,6/24/2004
475,151,UNKNOWN,10/24/2001
476,151,DRILLED AND CASED,8/6/2002
477,151,STEAM ASSIS GRAVITY DRAIN,9/19/2003
478,152,UNKNOWN,10/25/2001
479,152,DRILLED AND CASED,6/20/2002
480,152,STEAM ASSIS GRAVITY DRAIN,10/29/2004
481,152,STEAM ASSIS GRAVITY DRAIN,9/17/2003
482,152,SUSPENDED STEAM ASSIS GRAVITY DRAIN,4/16/2004
483,153,UNKNOWN,5/28/2008
484,153,DRILLED AND CASED,10/31/2008
485,153,STEAM ASSIS GRAVITY DRAIN,10/18/2012
486,154,UNKNOWN,7/9/2010
487,154,DRILLED AND CASED,8/18/2011
488,154,STEAM ASSIS GRAVITY DRAIN,10/23/2012
489,155,UNKNOWN,10/22/2004
490,155,DRILLED AND CASED,4/12/2008
491,155,STEAM ASSIS GRAVITY DRAIN,12/12/2011
492,156,UNKNOWN,10/22/2004
493,156,DRILLED AND CASED,12/13/2007
494,156,STEAM ASSIS GRAVITY DRAIN,12/17/2011
495,157,UNKNOWN,5/28/2008
496,157,DRILLED AND CASED,10/13/2008
497,157,STEAM ASSIS GRAVITY DRAIN,9/15/2012
498,158,UNKNOWN,7/8/2010
499,158,DRILLED AND CASED,2/1/2011
500,158,STEAM ASSIS GRAVITY DRAIN,10/23/2012
501,159,UNKNOWN,11/10/2006
502,159,DRILLED AND CASED,3/14/2007
503,159,STEAM ASSIS GRAVITY DRAIN,4/16/2011
504,160,UNKNOWN,9/12/2007
505,160,DRILLED AND CASED,4/2/2008
506,160,STEAM ASSIS GRAVITY DRAIN,1/8/2012
507,161,UNKNOWN,10/24/2001
508,161,DRILLED AND CASED,8/24/2002
509,161,STEAM ASSIS GRAVITY DRAIN,9/14/2003
510,162,UNKNOWN,9/10/2003
511,162,DRILLED AND CASED,11/9/2004
512,162,STEAM ASSIS GRAVITY DRAIN,9/21/2005
513,163,UNKNOWN,7/8/2010
514,163,DRILLED AND CASED,1/18/2011
515,163,STEAM ASSIS GRAVITY DRAIN,10/27/2012
516,164,UNKNOWN,9/10/2003
517,164,DRILLED AND CASED,10/13/2004
518,164,STEAM ASSIS GRAVITY DRAIN,9/3/2005
519,165,UNKNOWN,10/24/2001
520,165,DRILLED AND CASED,12/15/2002
521,165,STEAM ASSIS GRAVITY DRAIN,9/12/2006
522,165,STEAM ASSIS GRAVITY DRAIN,10/9/2003
523,165,SUSPENDED STEAM ASSIS GRAVITY DRAIN,8/5/2004
524,166,UNKNOWN,10/24/2001
525,166,DRILLED AND CASED,8/20/2002
526,166,STEAM ASSIS GRAVITY DRAIN,10/30/2004
527,166,STEAM ASSIS GRAVITY DRAIN,9/19/2003
528,166,SUSPENDED STEAM ASSIS GRAVITY DRAIN,4/14/2004
529,167,UNKNOWN,8/11/2003
530,167,DRILLED AND CASED,7/12/2004
531,167,STEAM ASSIS GRAVITY DRAIN,9/15/2008
532,168,UNKNOWN,7/8/2010
533,168,DRILLED AND CASED,3/2/2011
534,168,STEAM ASSIS GRAVITY DRAIN,10/23/2012
535,169,UNKNOWN,10/22/2004
536,169,DRILLED AND CASED,6/6/2008
537,169,STEAM ASSIS GRAVITY DRAIN,2/24/2012
538,170,UNKNOWN,5/28/2008
539,170,DRILLED AND CASED,8/22/2008
540,170,STEAM ASSIS GRAVITY DRAIN,9/15/2012
541,171,UNKNOWN,7/8/2010
542,171,DRILLED AND CASED,1/27/2011
543,171,STEAM ASSIS GRAVITY DRAIN,10/23/2012
544,172,UNKNOWN,10/22/2004
545,172,DRILLED AND CASED,4/30/2008
546,172,STEAM ASSIS GRAVITY DRAIN,12/11/2011
547,173,UNKNOWN,10/22/2004
548,173,DRILLED AND CASED,4/1/2005
549,173,STEAM ASSIS GRAVITY DRAIN,1/8/2012
550,174,UNKNOWN,8/11/2003
551,174,DRILLED AND CASED,6/6/2004
552,174,STEAM ASSIS GRAVITY DRAIN,9/15/2008
553,175,UNKNOWN,4/24/2006
554,175,DRILLED AND CASED,10/12/2006
555,175,STEAM ASSIS GRAVITY DRAIN,10/13/2011
556,176,UNKNOWN,11/10/2006
557,176,DRILLED AND CASED,4/6/2007
558,176,STEAM ASSIS GRAVITY DRAIN,4/16/2011
559,177,UNKNOWN,10/24/2001
560,177,DRILLED AND CASED,8/26/2002
561,177,STEAM ASSIS GRAVITY DRAIN,11/27/2004
562,177,STEAM ASSIS GRAVITY DRAIN,9/17/2003
563,177,SUSPENDED STEAM ASSIS GRAVITY DRAIN,4/16/2004
564,178,UNKNOWN,10/22/2004
565,178,DRILLED AND CASED,4/24/2008
566,178,STEAM ASSIS GRAVITY DRAIN,12/12/2011
567,179,UNKNOWN,8/11/2003
568,179,DRILLED AND CASED,5/30/2004
569,179,STEAM ASSIS GRAVITY DRAIN,9/15/2008
570,180,UNKNOWN,7/8/2010
571,180,DRILLED AND CASED,2/24/2011
572,180,STEAM ASSIS GRAVITY DRAIN,4/15/2013
573,181,UNKNOWN,3/10/2005
574,181,DRILLED AND CASED,1/27/2008
575,181,STEAM ASSIS GRAVITY DRAIN,12/17/2011
576,182,UNKNOWN,10/22/2004
577,182,DRILLED AND CASED,6/11/2008
578,182,STEAM ASSIS GRAVITY DRAIN,12/15/2011
579,183,UNKNOWN,9/10/2003
580,183,DRILLED AND CASED,11/27/2004
581,183,STEAM ASSIS GRAVITY DRAIN,11/28/2005
582,184,UNKNOWN,10/24/2001
583,184,DRILLED AND CASED,5/31/2002
584,184,STEAM ASSIS GRAVITY DRAIN,9/14/2003
585,185,UNKNOWN,7/8/2010
586,185,DRILLED AND CASED,11/24/2010
587,185,STEAM ASSIS GRAVITY DRAIN,10/27/2012
588,186,UNKNOWN,9/10/2003
589,186,DRILLED AND CASED,9/27/2004
590,186,STEAM ASSIS GRAVITY DRAIN,9/1/2005
591,187,UNKNOWN,4/24/2006
592,187,DRILLED AND CASED,10/8/2006
593,187,STEAM ASSIS GRAVITY DRAIN,10/14/2011
594,188,UNKNOWN,10/22/2004
595,188,DRILLED AND CASED,11/11/2007
596,188,STEAM ASSIS GRAVITY DRAIN,12/12/2011
597,189,UNKNOWN,9/12/2007
598,189,DRILLED AND CASED,5/27/2008
599,189,STEAM ASSIS GRAVITY DRAIN,12/17/2011
600,190,UNKNOWN,10/22/2004
601,190,DRILLED AND CASED,4/26/2005
602,190,ABANDONED ZONE,5/10/2011
603,191,UNKNOWN,10/22/2004
604,191,DRILLED AND CASED,4/10/2005
605,192,UNKNOWN,10/22/2004
606,192,DRILLED AND CASED,4/14/2005
607,193,UNKNOWN,5/5/2010
608,193,DRILLED AND CASED,6/25/2010
609,193,STEAM ASSIS GRAVITY DRAIN,6/30/2011
610,194,UNKNOWN,2/17/2009
611,194,DRILLED AND CASED,7/13/2009
612,194,STEAM ASSIS GRAVITY DRAIN,9/7/2012
613,195,UNKNOWN,3/23/2011
614,195,DRILLED AND CASED,6/30/2011
615,195,STEAM ASSIS GRAVITY DRAIN,9/24/2012
616,196,UNKNOWN,7/9/2010
617,196,DRILLED AND CASED,7/26/2011
618,196,STEAM ASSIS GRAVITY DRAIN,10/23/2012
619,197,UNKNOWN,3/31/2010
620,197,DRILLED AND CASED,9/2/2011
621,197,STEAM ASSIS GRAVITY DRAIN,7/11/2012
622,198,UNKNOWN,9/3/2009
623,198,DRILLED AND CASED,11/27/2009
624,198,STEAM ASSIS GRAVITY DRAIN,10/14/2011
625,199,UNKNOWN,7/9/2010
626,199,DRILLED AND CASED,7/20/2011
627,199,STEAM ASSIS GRAVITY DRAIN,10/23/2012
628,200,UNKNOWN,3/31/2010
629,200,DRILLED AND CASED,9/13/2011
630,200,STEAM ASSIS GRAVITY DRAIN,7/11/2012
631,201,UNKNOWN,4/24/2006
632,201,DRILLED AND CASED,11/11/2006
633,201,STEAM ASSIS GRAVITY DRAIN,10/11/2011
634,202,UNKNOWN,4/24/2006
635,202,DRILLED AND CASED,8/1/2006
636,202,STEAM ASSIS GRAVITY DRAIN,10/12/2011
637,203,UNKNOWN,11/10/2006
638,203,DRILLED AND CASED,8/12/2007
639,203,STEAM ASSIS GRAVITY DRAIN,4/22/2011
640,204,UNKNOWN,3/31/2010
641,204,DRILLED AND CASED,8/28/2011
642,204,STEAM ASSIS GRAVITY DRAIN,7/11/2012
643,205,UNKNOWN,9/3/2009
644,205,DRILLED AND CASED,12/15/2009
645,205,STEAM ASSIS GRAVITY DRAIN,10/14/2011
646,206,UNKNOWN,7/9/2010
647,206,DRILLED AND CASED,7/14/2011
648,206,STEAM ASSIS GRAVITY DRAIN,10/23/2012
649,207,UNKNOWN,3/31/2010
650,207,DRILLED AND CASED,9/7/2011
651,207,STEAM ASSIS GRAVITY DRAIN,8/18/2012
652,208,UNKNOWN,11/10/2006
653,208,DRILLED AND CASED,6/23/2007
654,208,STEAM ASSIS GRAVITY DRAIN,5/22/2011
655,209,UNKNOWN,2/17/2009
656,209,DRILLED AND CASED,5/13/2009
657,209,STEAM ASSIS GRAVITY DRAIN,9/7/2012
658,210,UNKNOWN,4/24/2006
659,210,DRILLED AND CASED,7/27/2006
660,210,STEAM ASSIS GRAVITY DRAIN,10/21/2011
661,211,UNKNOWN,3/31/2010
662,211,DRILLED AND CASED,8/2/2011
663,211,STEAM ASSIS GRAVITY DRAIN,8/8/2012
664,212,UNKNOWN,11/10/2006
665,212,DRILLED AND CASED,8/7/2007
666,212,STEAM ASSIS GRAVITY DRAIN,5/21/2011
667,213,UNKNOWN,5/28/2008
668,213,DRILLED AND CASED,10/25/2008
669,213,STEAM ASSIS GRAVITY DRAIN,10/18/2012
670,214,UNKNOWN,10/24/2001
671,214,DRILLED AND CASED,9/1/2002
672,214,STEAM ASSIS GRAVITY DRAIN,7/30/2008
673,214,STEAM ASSIS GRAVITY DRAIN,9/19/2003
674,214,SUSPENDED STEAM ASSIS GRAVITY DRAIN,4/16/2004
675,215,UNKNOWN,10/22/2004
676,215,DRILLED AND CASED,1/23/2008
677,215,STEAM ASSIS GRAVITY DRAIN,12/16/2011
678,215,STEAM ASSIS GRAVITY DRAIN,11/16/2011
679,216,UNKNOWN,10/24/2001
680,216,DRILLED AND CASED,11/25/2002
681,216,STEAM ASSIS GRAVITY DRAIN,10/17/2004
682,216,STEAM ASSIS GRAVITY DRAIN,10/8/2003
683,216,SUSPENDED STEAM ASSIS GRAVITY DRAIN,8/8/2004
684,217,UNKNOWN,11/10/2006
685,217,DRILLED AND CASED,7/8/2007
686,217,STEAM ASSIS GRAVITY DRAIN,4/16/2011
687,218,UNKNOWN,3/31/2010
688,218,DRILLED AND CASED,10/30/2010
689,218,STEAM ASSIS GRAVITY DRAIN,6/10/2011
690,219,UNKNOWN,7/8/2010
691,219,DRILLED AND CASED,6/25/2011
692,219,STEAM ASSIS GRAVITY DRAIN,10/26/2012
693,220,UNKNOWN,4/24/2006
694,220,DRILLED AND CASED,7/16/2006
695,220,STEAM ASSIS GRAVITY DRAIN,10/11/2011
696,221,UNKNOWN,3/31/2010
697,221,DRILLED AND CASED,7/11/2011
698,221,STEAM ASSIS GRAVITY DRAIN,6/22/2012
699,222,UNKNOWN,10/25/2001
700,222,DRILLED AND CASED,11/10/2002
701,222,STEAM ASSIS GRAVITY DRAIN,10/9/2003
702,223,UNKNOWN,11/10/2006
703,223,DRILLED AND CASED,8/2/2007
704,223,STEAM ASSIS GRAVITY DRAIN,4/16/2011
705,224,UNKNOWN,10/22/2004
706,224,DRILLED AND CASED,3/24/2008
707,224,STEAM ASSIS GRAVITY DRAIN,12/16/2011
708,225,UNKNOWN,10/24/2001
709,225,DRILLED AND CASED,9/6/2002
710,225,STEAM ASSIS GRAVITY DRAIN,7/30/2008
711,225,STEAM ASSIS GRAVITY DRAIN,5/29/2006
712,225,STEAM ASSIS GRAVITY DRAIN,9/20/2003
713,225,SUSPENDED STEAM ASSIS GRAVITY DRAIN,6/27/2006
714,225,SUSPENDED STEAM ASSIS GRAVITY DRAIN,4/18/2004
715,226,UNKNOWN,10/22/2004
716,226,DRILLED AND CASED,1/17/2008
717,226,STEAM ASSIS GRAVITY DRAIN,2/24/2012
718,227,UNKNOWN,4/24/2006
719,227,DRILLED AND CASED,9/29/2006
720,227,STEAM ASSIS GRAVITY DRAIN,10/21/2011
721,228,UNKNOWN,10/24/2001
722,228,DRILLED AND CASED,12/13/2002
723,228,STEAM ASSIS GRAVITY DRAIN,10/7/2003
724,229,UNKNOWN,11/10/2006
725,229,DRILLED AND CASED,3/18/2007
726,229,STEAM ASSIS GRAVITY DRAIN,5/19/2011
727,230,UNKNOWN,9/10/2003
728,230,DRILLED AND CASED,10/23/2004
729,230,STEAM ASSIS GRAVITY DRAIN,9/18/2007
730,231,UNKNOWN,3/31/2010
731,231,DRILLED AND CASED,1/6/2011
732,231,STEAM ASSIS GRAVITY DRAIN,2/6/2012
733,232,UNKNOWN,8/11/2003
734,232,DRILLED AND CASED,8/11/2004
735,232,STEAM ASSIS GRAVITY DRAIN,9/15/2008
736,233,UNKNOWN,2/17/2009
737,233,DRILLED AND CASED,5/2/2009
738,233,STEAM ASSIS GRAVITY DRAIN,9/6/2012
739,234,UNKNOWN,3/31/2010
740,234,DRILLED AND CASED,7/18/2011
741,234,STEAM ASSIS GRAVITY DRAIN,6/21/2012
742,235,UNKNOWN,11/10/2006
743,235,DRILLED AND CASED,8/27/2007
744,235,STEAM ASSIS GRAVITY DRAIN,4/16/2011
745,236,UNKNOWN,10/24/2001
746,236,DRILLED AND CASED,8/13/2002
747,236,STEAM ASSIS GRAVITY DRAIN,9/14/2003
748,237,UNKNOWN,11/10/2006
749,237,DRILLED AND CASED,4/19/2007
750,237,STEAM ASSIS GRAVITY DRAIN,5/19/2011
751,238,UNKNOWN,3/31/2010
752,238,DRILLED AND CASED,10/14/2010
753,238,STEAM ASSIS GRAVITY DRAIN,7/4/2011
754,239,UNKNOWN,5/28/2008
755,239,DRILLED AND CASED,8/30/2008
756,239,STEAM ASSIS GRAVITY DRAIN,10/18/2012
757,240,UNKNOWN,10/24/2001
758,240,DRILLED AND CASED,8/29/2002
759,240,STEAM ASSIS GRAVITY DRAIN,2/28/2005
760,240,STEAM ASSIS GRAVITY DRAIN,9/20/2003
761,240,SUSPENDED STEAM ASSIS GRAVITY DRAIN,5/14/2004
762,241,UNKNOWN,4/24/2006
763,241,DRILLED AND CASED,10/5/2006
764,241,STEAM ASSIS GRAVITY DRAIN,10/21/2011
765,242,UNKNOWN,11/10/2006
766,242,DRILLED AND CASED,6/28/2007
767,242,STEAM ASSIS GRAVITY DRAIN,5/19/2011
768,243,UNKNOWN,10/24/2001
769,243,DRILLED AND CASED,9/3/2002
770,243,STEAM ASSIS GRAVITY DRAIN,10/27/2004
771,243,STEAM ASSIS GRAVITY DRAIN,9/20/2003
772,243,SUSPENDED STEAM ASSIS GRAVITY DRAIN,6/4/2004
773,244,UNKNOWN,8/11/2003
774,244,DRILLED AND CASED,7/26/2004
775,244,STEAM ASSIS GRAVITY DRAIN,9/15/2008
776,245,UNKNOWN,11/20/2008
777,245,DRILLED AND CASED,2/28/2009
778,245,STEAM ASSIS GRAVITY DRAIN,9/7/2012
779,246,UNKNOWN,9/10/2003
780,246,DRILLED AND CASED,11/15/2004
781,246,STEAM ASSIS GRAVITY DRAIN,9/21/2005
782,247,UNKNOWN,11/10/2006
783,247,DRILLED AND CASED,4/15/2007
784,247,STEAM ASSIS GRAVITY DRAIN,4/22/2011
785,248,UNKNOWN,10/24/2001
786,248,DRILLED AND CASED,7/8/2002
787,248,STEAM ASSIS GRAVITY DRAIN,7/30/2008
788,248,STEAM ASSIS GRAVITY DRAIN,9/19/2003
789,248,SUSPENDED STEAM ASSIS GRAVITY DRAIN,4/16/2004
790,249,UNKNOWN,10/22/2004
791,249,DRILLED AND CASED,6/1/2008
792,249,STEAM ASSIS GRAVITY DRAIN,12/16/2011
793,250,UNKNOWN,10/24/2001
794,250,DRILLED AND CASED,10/27/2002
795,250,STEAM ASSIS GRAVITY DRAIN,2/8/2005
796,250,STEAM ASSIS GRAVITY DRAIN,1/8/2005
797,250,STEAM ASSIS GRAVITY DRAIN,10/4/2003
798,250,SUSPENDED STEAM ASSIS GRAVITY DRAIN,8/8/2004
799,251,UNKNOWN,11/10/2006
800,251,DRILLED AND CASED,3/27/2007
801,251,STEAM ASSIS GRAVITY DRAIN,5/21/2011
802,252,UNKNOWN,4/24/2006
803,252,DRILLED AND CASED,10/16/2006
804,252,STEAM ASSIS GRAVITY DRAIN,10/19/2011
805,253,UNKNOWN,10/24/2001
806,253,DRILLED AND CASED,5/21/2002
807,253,STEAM ASSIS GRAVITY DRAIN,7/30/2008
808,253,STEAM ASSIS GRAVITY DRAIN,9/20/2003
809,253,SUSPENDED STEAM ASSIS GRAVITY DRAIN,4/18/2004
810,254,UNKNOWN,10/24/2001
811,254,DRILLED AND CASED,10/31/2002
812,254,STEAM ASSIS GRAVITY DRAIN,10/28/2004
813,254,STEAM ASSIS GRAVITY DRAIN,10/2/2003
814,254,SUSPENDED STEAM ASSIS GRAVITY DRAIN,8/6/2004
815,255,UNKNOWN,9/10/2003
816,255,DRILLED AND CASED,12/4/2004
817,255,STEAM ASSIS GRAVITY DRAIN,9/9/2005
818,256,UNKNOWN,10/24/2001
819,256,DRILLED AND CASED,5/9/2002
820,256,STEAM ASSIS GRAVITY DRAIN,11/15/2004
821,256,STEAM ASSIS GRAVITY DRAIN,9/20/2003
822,256,SUSPENDED STEAM ASSIS GRAVITY DRAIN,6/4/2004
823,257,UNKNOWN,11/10/2006
824,257,DRILLED AND CASED,3/21/2007
825,257,STEAM ASSIS GRAVITY DRAIN,7/8/2011
826,258,UNKNOWN,11/20/2008
827,258,DRILLED AND CASED,1/30/2009
828,258,STEAM ASSIS GRAVITY DRAIN,9/7/2012
829,259,UNKNOWN,10/24/2001
830,259,DRILLED AND CASED,1/15/2003
831,259,STEAM ASSIS GRAVITY DRAIN,10/9/2003
832,260,UNKNOWN,10/24/2001
833,260,DRILLED AND CASED,5/16/2002
834,260,STEAM ASSIS GRAVITY DRAIN,2/28/2005
835,260,STEAM ASSIS GRAVITY DRAIN,9/20/2003
836,260,SUSPENDED STEAM ASSIS GRAVITY DRAIN,5/14/2004
837,261,UNKNOWN,10/22/2004
838,261,DRILLED AND CASED,11/5/2007
839,261,STEAM ASSIS GRAVITY DRAIN,12/12/2011
840,262,UNKNOWN,11/10/2006
841,262,DRILLED AND CASED,7/13/2007
842,262,STEAM ASSIS GRAVITY DRAIN,6/11/2011
843,263,UNKNOWN,11/20/2008
844,263,DRILLED AND CASED,1/19/2009
845,263,STEAM ASSIS GRAVITY DRAIN,9/7/2012
846,264,UNKNOWN,7/8/2010
847,264,DRILLED AND CASED,1/13/2011
848,264,STEAM ASSIS GRAVITY DRAIN,10/26/2012
849,265,UNKNOWN,10/24/2001
850,265,DRILLED AND CASED,10/30/2002
851,265,STEAM ASSIS GRAVITY DRAIN,9/12/2006
852,265,STEAM ASSIS GRAVITY DRAIN,10/9/2003
853,265,SUSPENDED STEAM ASSIS GRAVITY DRAIN,8/5/2004
854,266,UNKNOWN,10/22/2004
855,266,DRILLED AND CASED,12/8/2007
856,266,STEAM ASSIS GRAVITY DRAIN,12/15/2011
857,267,UNKNOWN,7/8/2010
858,267,DRILLED AND CASED,2/20/2011
859,267,STEAM ASSIS GRAVITY DRAIN,10/23/2012
860,268,UNKNOWN,10/22/2004
861,268,DRILLED AND CASED,4/28/2005
862,269,UNKNOWN,10/22/2004
863,269,DRILLED AND CASED,3/30/2005
864,270,UNKNOWN,10/22/2004
865,270,DRILLED AND CASED,4/1/2005
866,271,UNKNOWN,10/22/2004
867,271,DRILLED AND CASED,4/5/2005
868,272,UNKNOWN,10/22/2004
869,272,DRILLED AND CASED,5/4/2005
870,273,UNKNOWN,10/22/2004
871,273,DRILLED AND CASED,5/7/2005
872,274,UNKNOWN,10/22/2004
873,274,DRILLED AND CASED,4/8/2005
874,275,UNKNOWN,10/22/2004
875,275,DRILLED AND CASED,5/1/2005